q_id,lang,generation_idx,original_lang,judge,correct
261,de,0,id,Qwen/Qwen3.5-27B,True
261,it,0,id,Qwen/Qwen3.5-27B,True
9,zh,0,he,Qwen/Qwen3.5-27B,True
261,hi,0,id,Qwen/Qwen3.5-27B,True
497,id,0,zh,Qwen/Qwen3.5-27B,True
318,hi,0,it,Qwen/Qwen3.5-27B,True
33,it,0,en,Qwen/Qwen3.5-27B,True
9,hi,0,he,Qwen/Qwen3.5-27B,True
497,it,0,zh,Qwen/Qwen3.5-27B,True
497,ja,0,zh,Qwen/Qwen3.5-27B,True
497,es,0,zh,Qwen/Qwen3.5-27B,True
318,es,0,it,Qwen/Qwen3.5-27B,True
9,ja,0,he,Qwen/Qwen3.5-27B,True
281,ja,0,id,Qwen/Qwen3.5-27B,True
497,zh,0,zh,Qwen/Qwen3.5-27B,True
474,zh,0,zh,Qwen/Qwen3.5-27B,True
274,hi,0,id,Qwen/Qwen3.5-27B,True
474,de,0,zh,Qwen/Qwen3.5-27B,True
474,fr,0,zh,Qwen/Qwen3.5-27B,True
318,zh,0,it,Qwen/Qwen3.5-27B,True
318,id,0,it,Qwen/Qwen3.5-27B,True
101,en,0,es,Qwen/Qwen3.5-27B,True
474,id,0,zh,Qwen/Qwen3.5-27B,True
281,en,0,id,Qwen/Qwen3.5-27B,True
474,en,0,zh,Qwen/Qwen3.5-27B,True
497,hi,0,zh,Qwen/Qwen3.5-27B,True
474,hi,0,zh,Qwen/Qwen3.5-27B,True
101,es,0,es,Qwen/Qwen3.5-27B,True
30,de,0,en,Qwen/Qwen3.5-27B,True
101,de,0,es,Qwen/Qwen3.5-27B,True
30,hi,0,en,Qwen/Qwen3.5-27B,True
318,it,0,it,Qwen/Qwen3.5-27B,True
101,ja,0,es,Qwen/Qwen3.5-27B,True
101,fr,0,es,Qwen/Qwen3.5-27B,True
30,en,0,en,Qwen/Qwen3.5-27B,True
281,de,0,id,Qwen/Qwen3.5-27B,True
281,zh,0,id,Qwen/Qwen3.5-27B,True
30,zh,0,en,Qwen/Qwen3.5-27B,True
30,fr,0,en,Qwen/Qwen3.5-27B,True
101,zh,0,es,Qwen/Qwen3.5-27B,True
30,es,0,en,Qwen/Qwen3.5-27B,True
281,hi,0,id,Qwen/Qwen3.5-27B,True
474,it,0,zh,Qwen/Qwen3.5-27B,True
355,en,0,ja,Qwen/Qwen3.5-27B,True
321,it,0,it,Qwen/Qwen3.5-27B,True
281,id,0,id,Qwen/Qwen3.5-27B,True
101,hi,0,es,Qwen/Qwen3.5-27B,True
30,id,0,en,Qwen/Qwen3.5-27B,True
318,de,0,it,Qwen/Qwen3.5-27B,True
30,it,0,en,Qwen/Qwen3.5-27B,True
30,ja,0,en,Qwen/Qwen3.5-27B,True
249,es,0,hi,Qwen/Qwen3.5-27B,True
355,id,0,ja,Qwen/Qwen3.5-27B,True
101,id,0,es,Qwen/Qwen3.5-27B,True
249,en,0,hi,Qwen/Qwen3.5-27B,True
249,de,0,hi,Qwen/Qwen3.5-27B,True
172,en,0,fr,Qwen/Qwen3.5-27B,True
355,ja,0,ja,Qwen/Qwen3.5-27B,True
249,id,0,hi,Qwen/Qwen3.5-27B,True
355,fr,0,ja,Qwen/Qwen3.5-27B,True
249,fr,0,hi,Qwen/Qwen3.5-27B,True
101,it,0,es,Qwen/Qwen3.5-27B,True
355,hi,0,ja,Qwen/Qwen3.5-27B,True
172,es,0,fr,Qwen/Qwen3.5-27B,True
172,fr,0,fr,Qwen/Qwen3.5-27B,True
249,hi,0,hi,Qwen/Qwen3.5-27B,True
355,es,0,ja,Qwen/Qwen3.5-27B,True
249,ja,0,hi,Qwen/Qwen3.5-27B,True
249,zh,0,hi,Qwen/Qwen3.5-27B,True
474,es,0,zh,Qwen/Qwen3.5-27B,True
249,it,0,hi,Qwen/Qwen3.5-27B,True
33,hi,0,en,Qwen/Qwen3.5-27B,True
355,it,0,ja,Qwen/Qwen3.5-27B,True
0,de,0,he,Qwen/Qwen3.5-27B,True
318,ja,0,it,Qwen/Qwen3.5-27B,True
355,zh,0,ja,Qwen/Qwen3.5-27B,True
346,de,0,ja,Qwen/Qwen3.5-27B,True
0,en,0,he,Qwen/Qwen3.5-27B,True
172,de,0,fr,Qwen/Qwen3.5-27B,True
355,de,0,ja,Qwen/Qwen3.5-27B,True
0,fr,0,he,Qwen/Qwen3.5-27B,True
375,en,0,ko,Qwen/Qwen3.5-27B,True
375,it,0,ko,Qwen/Qwen3.5-27B,True
0,ja,0,he,Qwen/Qwen3.5-27B,True
0,es,0,he,Qwen/Qwen3.5-27B,True
375,ja,0,ko,Qwen/Qwen3.5-27B,True
172,hi,0,fr,Qwen/Qwen3.5-27B,True
0,id,0,he,Qwen/Qwen3.5-27B,True
0,hi,0,he,Qwen/Qwen3.5-27B,True
172,zh,0,fr,Qwen/Qwen3.5-27B,True
346,es,0,ja,Qwen/Qwen3.5-27B,True
346,en,0,ja,Qwen/Qwen3.5-27B,True
172,id,0,fr,Qwen/Qwen3.5-27B,True
346,hi,0,ja,Qwen/Qwen3.5-27B,True
375,de,0,ko,Qwen/Qwen3.5-27B,True
0,it,0,he,Qwen/Qwen3.5-27B,True
11,de,0,he,Qwen/Qwen3.5-27B,True
172,it,0,fr,Qwen/Qwen3.5-27B,True
375,id,0,ko,Qwen/Qwen3.5-27B,True
11,en,0,he,Qwen/Qwen3.5-27B,True
346,ja,0,ja,Qwen/Qwen3.5-27B,True
375,zh,0,ko,Qwen/Qwen3.5-27B,True
0,zh,0,he,Qwen/Qwen3.5-27B,True
375,es,0,ko,Qwen/Qwen3.5-27B,True
93,en,0,de,Qwen/Qwen3.5-27B,True
172,ja,0,fr,Qwen/Qwen3.5-27B,True
346,id,0,ja,Qwen/Qwen3.5-27B,True
346,zh,0,ja,Qwen/Qwen3.5-27B,True
93,fr,0,de,Qwen/Qwen3.5-27B,True
375,fr,0,ko,Qwen/Qwen3.5-27B,True
93,de,0,de,Qwen/Qwen3.5-27B,True
11,es,0,he,Qwen/Qwen3.5-27B,True
346,it,0,ja,Qwen/Qwen3.5-27B,True
11,fr,0,he,Qwen/Qwen3.5-27B,True
93,id,0,de,Qwen/Qwen3.5-27B,True
346,fr,0,ja,Qwen/Qwen3.5-27B,True
93,hi,0,de,Qwen/Qwen3.5-27B,True
11,ja,0,he,Qwen/Qwen3.5-27B,True
11,it,0,he,Qwen/Qwen3.5-27B,True
11,id,0,he,Qwen/Qwen3.5-27B,True
11,hi,0,he,Qwen/Qwen3.5-27B,True
93,ja,0,de,Qwen/Qwen3.5-27B,True
11,zh,0,he,Qwen/Qwen3.5-27B,True
93,zh,0,de,Qwen/Qwen3.5-27B,True
93,it,0,de,Qwen/Qwen3.5-27B,True
93,es,0,de,Qwen/Qwen3.5-27B,True
482,en,0,zh,Qwen/Qwen3.5-27B,True
482,id,0,zh,Qwen/Qwen3.5-27B,True
265,id,0,id,Qwen/Qwen3.5-27B,True
482,hi,0,zh,Qwen/Qwen3.5-27B,True
195,en,0,hi,Qwen/Qwen3.5-27B,True
265,en,0,id,Qwen/Qwen3.5-27B,True
33,ja,0,en,Qwen/Qwen3.5-27B,True
482,de,0,zh,Qwen/Qwen3.5-27B,True
265,ja,0,id,Qwen/Qwen3.5-27B,True
182,en,0,fr,Qwen/Qwen3.5-27B,True
265,fr,0,id,Qwen/Qwen3.5-27B,True
265,es,0,id,Qwen/Qwen3.5-27B,True
265,it,0,id,Qwen/Qwen3.5-27B,True
482,fr,0,zh,Qwen/Qwen3.5-27B,True
265,de,0,id,Qwen/Qwen3.5-27B,True
182,fr,0,fr,Qwen/Qwen3.5-27B,True
182,es,0,fr,Qwen/Qwen3.5-27B,True
420,fr,0,pt,Qwen/Qwen3.5-27B,True
420,en,0,pt,Qwen/Qwen3.5-27B,True
420,id,0,pt,Qwen/Qwen3.5-27B,True
195,it,0,hi,Qwen/Qwen3.5-27B,True
182,id,0,fr,Qwen/Qwen3.5-27B,True
420,de,0,pt,Qwen/Qwen3.5-27B,True
265,hi,0,id,Qwen/Qwen3.5-27B,True
195,de,0,hi,Qwen/Qwen3.5-27B,True
182,it,0,fr,Qwen/Qwen3.5-27B,True
265,zh,0,id,Qwen/Qwen3.5-27B,True
182,hi,0,fr,Qwen/Qwen3.5-27B,True
195,id,0,hi,Qwen/Qwen3.5-27B,True
182,zh,0,fr,Qwen/Qwen3.5-27B,True
195,ja,0,hi,Qwen/Qwen3.5-27B,True
182,ja,0,fr,Qwen/Qwen3.5-27B,True
420,ja,0,pt,Qwen/Qwen3.5-27B,True
420,hi,0,pt,Qwen/Qwen3.5-27B,True
195,es,0,hi,Qwen/Qwen3.5-27B,True
420,zh,0,pt,Qwen/Qwen3.5-27B,True
195,hi,0,hi,Qwen/Qwen3.5-27B,True
195,fr,0,hi,Qwen/Qwen3.5-27B,True
195,zh,0,hi,Qwen/Qwen3.5-27B,True
209,en,0,hi,Qwen/Qwen3.5-27B,True
182,de,0,fr,Qwen/Qwen3.5-27B,True
420,es,0,pt,Qwen/Qwen3.5-27B,True
420,it,0,pt,Qwen/Qwen3.5-27B,True
482,es,0,zh,Qwen/Qwen3.5-27B,True
482,zh,0,zh,Qwen/Qwen3.5-27B,True
318,fr,0,it,Qwen/Qwen3.5-27B,True
209,es,0,hi,Qwen/Qwen3.5-27B,True
209,id,0,hi,Qwen/Qwen3.5-27B,True
227,en,0,hi,Qwen/Qwen3.5-27B,True
18,en,0,he,Qwen/Qwen3.5-27B,True
209,ja,0,hi,Qwen/Qwen3.5-27B,True
18,es,0,he,Qwen/Qwen3.5-27B,True
209,hi,0,hi,Qwen/Qwen3.5-27B,True
18,id,0,he,Qwen/Qwen3.5-27B,True
18,de,0,he,Qwen/Qwen3.5-27B,True
18,hi,0,he,Qwen/Qwen3.5-27B,True
18,it,0,he,Qwen/Qwen3.5-27B,True
227,hi,0,hi,Qwen/Qwen3.5-27B,True
209,fr,0,hi,Qwen/Qwen3.5-27B,True
281,es,0,id,Qwen/Qwen3.5-27B,True
18,fr,0,he,Qwen/Qwen3.5-27B,True
18,ja,0,he,Qwen/Qwen3.5-27B,True
431,de,0,pt,Qwen/Qwen3.5-27B,True
209,it,0,hi,Qwen/Qwen3.5-27B,True
431,en,0,pt,Qwen/Qwen3.5-27B,True
227,ja,0,hi,Qwen/Qwen3.5-27B,True
209,de,0,hi,Qwen/Qwen3.5-27B,True
209,zh,0,hi,Qwen/Qwen3.5-27B,True
55,de,0,en,Qwen/Qwen3.5-27B,True
55,ja,0,en,Qwen/Qwen3.5-27B,True
431,id,0,pt,Qwen/Qwen3.5-27B,True
55,hi,0,en,Qwen/Qwen3.5-27B,True
431,it,0,pt,Qwen/Qwen3.5-27B,True
431,es,0,pt,Qwen/Qwen3.5-27B,True
55,en,0,en,Qwen/Qwen3.5-27B,True
227,it,0,hi,Qwen/Qwen3.5-27B,True
55,it,0,en,Qwen/Qwen3.5-27B,True
431,hi,0,pt,Qwen/Qwen3.5-27B,True
55,es,0,en,Qwen/Qwen3.5-27B,True
39,en,0,en,Qwen/Qwen3.5-27B,True
227,id,0,hi,Qwen/Qwen3.5-27B,True
431,zh,0,pt,Qwen/Qwen3.5-27B,True
431,ja,0,pt,Qwen/Qwen3.5-27B,True
431,fr,0,pt,Qwen/Qwen3.5-27B,True
39,es,0,en,Qwen/Qwen3.5-27B,True
474,ja,0,zh,Qwen/Qwen3.5-27B,True
39,de,0,en,Qwen/Qwen3.5-27B,True
18,zh,0,he,Qwen/Qwen3.5-27B,True
154,en,0,fr,Qwen/Qwen3.5-27B,True
154,ja,0,fr,Qwen/Qwen3.5-27B,True
39,it,0,en,Qwen/Qwen3.5-27B,True
154,es,0,fr,Qwen/Qwen3.5-27B,True
415,en,0,pt,Qwen/Qwen3.5-27B,True
154,id,0,fr,Qwen/Qwen3.5-27B,True
39,fr,0,en,Qwen/Qwen3.5-27B,True
154,zh,0,fr,Qwen/Qwen3.5-27B,True
415,es,0,pt,Qwen/Qwen3.5-27B,True
281,it,0,id,Qwen/Qwen3.5-27B,True
39,ja,0,en,Qwen/Qwen3.5-27B,True
39,zh,0,en,Qwen/Qwen3.5-27B,True
55,id,0,en,Qwen/Qwen3.5-27B,True
415,it,0,pt,Qwen/Qwen3.5-27B,True
39,hi,0,en,Qwen/Qwen3.5-27B,True
415,id,0,pt,Qwen/Qwen3.5-27B,True
154,hi,0,fr,Qwen/Qwen3.5-27B,True
154,it,0,fr,Qwen/Qwen3.5-27B,True
415,ja,0,pt,Qwen/Qwen3.5-27B,True
318,en,0,it,Qwen/Qwen3.5-27B,True
175,de,0,fr,Qwen/Qwen3.5-27B,True
415,fr,0,pt,Qwen/Qwen3.5-27B,True
154,fr,0,fr,Qwen/Qwen3.5-27B,True
415,de,0,pt,Qwen/Qwen3.5-27B,True
175,en,0,fr,Qwen/Qwen3.5-27B,True
154,de,0,fr,Qwen/Qwen3.5-27B,True
415,zh,0,pt,Qwen/Qwen3.5-27B,True
497,de,0,zh,Qwen/Qwen3.5-27B,True
175,it,0,fr,Qwen/Qwen3.5-27B,True
175,fr,0,fr,Qwen/Qwen3.5-27B,True
227,fr,0,hi,Qwen/Qwen3.5-27B,True
39,id,0,en,Qwen/Qwen3.5-27B,True
415,hi,0,pt,Qwen/Qwen3.5-27B,True
175,id,0,fr,Qwen/Qwen3.5-27B,True
175,es,0,fr,Qwen/Qwen3.5-27B,True
505,fr,0,zh,Qwen/Qwen3.5-27B,True
175,ja,0,fr,Qwen/Qwen3.5-27B,True
175,hi,0,fr,Qwen/Qwen3.5-27B,True
505,es,0,zh,Qwen/Qwen3.5-27B,True
55,fr,0,en,Qwen/Qwen3.5-27B,True
482,it,0,zh,Qwen/Qwen3.5-27B,True
227,es,0,hi,Qwen/Qwen3.5-27B,True
505,hi,0,zh,Qwen/Qwen3.5-27B,True
76,fr,0,de,Qwen/Qwen3.5-27B,True
76,de,0,de,Qwen/Qwen3.5-27B,True
76,en,0,de,Qwen/Qwen3.5-27B,True
336,en,0,ja,Qwen/Qwen3.5-27B,True
505,ja,0,zh,Qwen/Qwen3.5-27B,True
401,es,0,pt,Qwen/Qwen3.5-27B,True
175,zh,0,fr,Qwen/Qwen3.5-27B,True
76,es,0,de,Qwen/Qwen3.5-27B,True
76,it,0,de,Qwen/Qwen3.5-27B,True
401,hi,0,pt,Qwen/Qwen3.5-27B,True
401,fr,0,pt,Qwen/Qwen3.5-27B,True
320,fr,0,it,Qwen/Qwen3.5-27B,True
320,en,0,it,Qwen/Qwen3.5-27B,True
76,id,0,de,Qwen/Qwen3.5-27B,True
505,it,0,zh,Qwen/Qwen3.5-27B,True
401,ja,0,pt,Qwen/Qwen3.5-27B,True
76,zh,0,de,Qwen/Qwen3.5-27B,True
320,es,0,it,Qwen/Qwen3.5-27B,True
336,fr,0,ja,Qwen/Qwen3.5-27B,True
76,hi,0,de,Qwen/Qwen3.5-27B,True
320,de,0,it,Qwen/Qwen3.5-27B,True
336,it,0,ja,Qwen/Qwen3.5-27B,True
336,ja,0,ja,Qwen/Qwen3.5-27B,True
336,zh,0,ja,Qwen/Qwen3.5-27B,True
320,id,0,it,Qwen/Qwen3.5-27B,True
336,hi,0,ja,Qwen/Qwen3.5-27B,True
320,hi,0,it,Qwen/Qwen3.5-27B,True
336,es,0,ja,Qwen/Qwen3.5-27B,True
320,ja,0,it,Qwen/Qwen3.5-27B,True
320,it,0,it,Qwen/Qwen3.5-27B,True
336,id,0,ja,Qwen/Qwen3.5-27B,True
193,de,0,hi,Qwen/Qwen3.5-27B,True
193,fr,0,hi,Qwen/Qwen3.5-27B,True
203,en,0,hi,Qwen/Qwen3.5-27B,True
336,de,0,ja,Qwen/Qwen3.5-27B,True
76,ja,0,de,Qwen/Qwen3.5-27B,True
203,de,0,hi,Qwen/Qwen3.5-27B,True
193,id,0,hi,Qwen/Qwen3.5-27B,True
281,fr,0,id,Qwen/Qwen3.5-27B,True
193,it,0,hi,Qwen/Qwen3.5-27B,True
193,hi,0,hi,Qwen/Qwen3.5-27B,True
497,fr,0,zh,Qwen/Qwen3.5-27B,True
203,it,0,hi,Qwen/Qwen3.5-27B,True
375,hi,0,ko,Qwen/Qwen3.5-27B,True
193,en,0,hi,Qwen/Qwen3.5-27B,True
203,hi,0,hi,Qwen/Qwen3.5-27B,True
193,es,0,hi,Qwen/Qwen3.5-27B,True
203,ja,0,hi,Qwen/Qwen3.5-27B,True
203,es,0,hi,Qwen/Qwen3.5-27B,True
193,ja,0,hi,Qwen/Qwen3.5-27B,True
193,zh,0,hi,Qwen/Qwen3.5-27B,True
203,zh,0,hi,Qwen/Qwen3.5-27B,True
73,fr,0,de,Qwen/Qwen3.5-27B,True
203,fr,0,hi,Qwen/Qwen3.5-27B,True
73,de,0,de,Qwen/Qwen3.5-27B,True
501,en,0,zh,Qwen/Qwen3.5-27B,True
203,id,0,hi,Qwen/Qwen3.5-27B,True
501,zh,0,zh,Qwen/Qwen3.5-27B,True
320,zh,0,it,Qwen/Qwen3.5-27B,True
73,hi,0,de,Qwen/Qwen3.5-27B,True
73,es,0,de,Qwen/Qwen3.5-27B,True
401,it,0,pt,Qwen/Qwen3.5-27B,True
501,fr,0,zh,Qwen/Qwen3.5-27B,True
501,id,0,zh,Qwen/Qwen3.5-27B,True
73,it,0,de,Qwen/Qwen3.5-27B,True
401,en,0,pt,Qwen/Qwen3.5-27B,True
225,en,0,hi,Qwen/Qwen3.5-27B,True
401,id,0,pt,Qwen/Qwen3.5-27B,True
501,de,0,zh,Qwen/Qwen3.5-27B,True
401,de,0,pt,Qwen/Qwen3.5-27B,True
501,ja,0,zh,Qwen/Qwen3.5-27B,True
73,ja,0,de,Qwen/Qwen3.5-27B,True
501,it,0,zh,Qwen/Qwen3.5-27B,True
225,de,0,hi,Qwen/Qwen3.5-27B,True
225,es,0,hi,Qwen/Qwen3.5-27B,True
63,fr,0,en,Qwen/Qwen3.5-27B,True
63,en,0,en,Qwen/Qwen3.5-27B,True
501,hi,0,zh,Qwen/Qwen3.5-27B,True
73,zh,0,de,Qwen/Qwen3.5-27B,True
63,de,0,en,Qwen/Qwen3.5-27B,True
225,fr,0,hi,Qwen/Qwen3.5-27B,True
63,hi,0,en,Qwen/Qwen3.5-27B,True
278,en,0,id,Qwen/Qwen3.5-27B,True
278,it,0,id,Qwen/Qwen3.5-27B,True
278,id,0,id,Qwen/Qwen3.5-27B,True
225,it,0,hi,Qwen/Qwen3.5-27B,True
225,hi,0,hi,Qwen/Qwen3.5-27B,True
225,id,0,hi,Qwen/Qwen3.5-27B,True
225,ja,0,hi,Qwen/Qwen3.5-27B,True
63,zh,0,en,Qwen/Qwen3.5-27B,True
63,ja,0,en,Qwen/Qwen3.5-27B,True
278,ja,0,id,Qwen/Qwen3.5-27B,True
63,it,0,en,Qwen/Qwen3.5-27B,True
63,id,0,en,Qwen/Qwen3.5-27B,True
278,de,0,id,Qwen/Qwen3.5-27B,True
63,es,0,en,Qwen/Qwen3.5-27B,True
278,es,0,id,Qwen/Qwen3.5-27B,True
225,zh,0,hi,Qwen/Qwen3.5-27B,True
278,hi,0,id,Qwen/Qwen3.5-27B,True
278,zh,0,id,Qwen/Qwen3.5-27B,True
307,en,0,it,Qwen/Qwen3.5-27B,True
153,en,0,fr,Qwen/Qwen3.5-27B,True
307,fr,0,it,Qwen/Qwen3.5-27B,True
278,fr,0,id,Qwen/Qwen3.5-27B,True
307,id,0,it,Qwen/Qwen3.5-27B,True
70,de,0,de,Qwen/Qwen3.5-27B,True
70,it,0,de,Qwen/Qwen3.5-27B,True
307,it,0,it,Qwen/Qwen3.5-27B,True
307,de,0,it,Qwen/Qwen3.5-27B,True
70,fr,0,de,Qwen/Qwen3.5-27B,True
307,hi,0,it,Qwen/Qwen3.5-27B,True
70,id,0,de,Qwen/Qwen3.5-27B,True
307,es,0,it,Qwen/Qwen3.5-27B,True
70,es,0,de,Qwen/Qwen3.5-27B,True
153,it,0,fr,Qwen/Qwen3.5-27B,True
70,zh,0,de,Qwen/Qwen3.5-27B,True
70,hi,0,de,Qwen/Qwen3.5-27B,True
307,ja,0,it,Qwen/Qwen3.5-27B,True
153,de,0,fr,Qwen/Qwen3.5-27B,True
153,ja,0,fr,Qwen/Qwen3.5-27B,True
70,en,0,de,Qwen/Qwen3.5-27B,True
374,en,0,ko,Qwen/Qwen3.5-27B,True
70,ja,0,de,Qwen/Qwen3.5-27B,True
374,de,0,ko,Qwen/Qwen3.5-27B,True
307,zh,0,it,Qwen/Qwen3.5-27B,True
153,es,0,fr,Qwen/Qwen3.5-27B,True
153,hi,0,fr,Qwen/Qwen3.5-27B,True
374,fr,0,ko,Qwen/Qwen3.5-27B,True
374,es,0,ko,Qwen/Qwen3.5-27B,True
227,zh,0,hi,Qwen/Qwen3.5-27B,True
374,it,0,ko,Qwen/Qwen3.5-27B,True
374,zh,0,ko,Qwen/Qwen3.5-27B,True
374,ja,0,ko,Qwen/Qwen3.5-27B,True
340,en,0,ja,Qwen/Qwen3.5-27B,True
153,fr,0,fr,Qwen/Qwen3.5-27B,True
374,hi,0,ko,Qwen/Qwen3.5-27B,True
153,zh,0,fr,Qwen/Qwen3.5-27B,True
340,es,0,ja,Qwen/Qwen3.5-27B,True
340,zh,0,ja,Qwen/Qwen3.5-27B,True
374,id,0,ko,Qwen/Qwen3.5-27B,True
340,de,0,ja,Qwen/Qwen3.5-27B,True
401,zh,0,pt,Qwen/Qwen3.5-27B,True
495,en,0,zh,Qwen/Qwen3.5-27B,True
495,de,0,zh,Qwen/Qwen3.5-27B,True
340,id,0,ja,Qwen/Qwen3.5-27B,True
340,it,0,ja,Qwen/Qwen3.5-27B,True
495,fr,0,zh,Qwen/Qwen3.5-27B,True
495,hi,0,zh,Qwen/Qwen3.5-27B,True
495,es,0,zh,Qwen/Qwen3.5-27B,True
73,id,0,de,Qwen/Qwen3.5-27B,True
298,fr,0,it,Qwen/Qwen3.5-27B,True
331,fr,0,it,Qwen/Qwen3.5-27B,True
340,fr,0,ja,Qwen/Qwen3.5-27B,True
495,it,0,zh,Qwen/Qwen3.5-27B,True
298,es,0,it,Qwen/Qwen3.5-27B,True
298,ja,0,it,Qwen/Qwen3.5-27B,True
418,en,0,pt,Qwen/Qwen3.5-27B,True
418,de,0,pt,Qwen/Qwen3.5-27B,True
495,id,0,zh,Qwen/Qwen3.5-27B,True
298,de,0,it,Qwen/Qwen3.5-27B,True
298,en,0,it,Qwen/Qwen3.5-27B,True
495,zh,0,zh,Qwen/Qwen3.5-27B,True
505,de,0,zh,Qwen/Qwen3.5-27B,True
55,zh,0,en,Qwen/Qwen3.5-27B,True
340,ja,0,ja,Qwen/Qwen3.5-27B,True
331,zh,0,it,Qwen/Qwen3.5-27B,True
505,en,0,zh,Qwen/Qwen3.5-27B,True
331,en,0,it,Qwen/Qwen3.5-27B,True
298,id,0,it,Qwen/Qwen3.5-27B,True
418,es,0,pt,Qwen/Qwen3.5-27B,True
418,it,0,pt,Qwen/Qwen3.5-27B,True
331,de,0,it,Qwen/Qwen3.5-27B,True
418,fr,0,pt,Qwen/Qwen3.5-27B,True
418,id,0,pt,Qwen/Qwen3.5-27B,True
418,zh,0,pt,Qwen/Qwen3.5-27B,True
331,es,0,it,Qwen/Qwen3.5-27B,True
418,ja,0,pt,Qwen/Qwen3.5-27B,True
227,de,0,hi,Qwen/Qwen3.5-27B,True
418,hi,0,pt,Qwen/Qwen3.5-27B,True
331,it,0,it,Qwen/Qwen3.5-27B,True
